id,text,label,original_id,original_label
ss51,"service is attentive and friendly , food is consistently good , and i ca n't think of a better place to watch sports ",service,,
ss401,there 's no place to change a baby 's diaper   no changing tables   ,environment,,
ss378,"he ordered the tires , gave me a great price and it was done that same day . ",service,,
ss279,"atmosphere is amazing , workers are always friendly . ",environment,,
ss350,"great chicken , but go during a weekday lunch time to avoid the crowds ",products,,
ss54,"they always have cheap movies - lots of recent run films , but some older stuff too . ",products,,
ss489,i then had my consultation with dr. kruy directly .... and it was free ! ,service,,
ss9,omg . love this place . amazing food great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it . ,products,,
ss426,over charge and unfriendly when you ask about one thing or another 's price being too excessive or not on par with the local market ,service,,
ss393,no real depth to their selection but the price is right and they will have at least something for everyone ... ,price,,
ss51_cf_products,"the items are well-designed and reliable, quality is consistently good, and i ca n't think of a better place to find gear for watching sports",products,ss51,service
ss51_cf_price,"cost is reasonable and worth it, food is consistently good, and I can't think of a better place to watch sports",price,ss51,service
ss51_cf_environment,"atmosphere is welcoming and lively, food is consistently good, and i ca n't think of a better place to watch sports",environment,ss51,service
ss401_cf_products,there 's no item to change a baby 's diaper   no portable options   ,products,ss401,environment
ss401_cf_price,there 's no value for what you pay   no added amenities   ,price,ss401,environment
ss401_cf_service,there 's no assistance available for changing a baby 's diaper   no support provided   ,service,ss401,environment
ss378_cf_products,"he sold me the tires, gave me a great price and I had them that same day.",products,ss378,service
ss378_cf_price,"he ordered the tires, gave me a great deal and it was done that same day.",price,ss378,service
ss378_cf_environment,"he arranged for the recycling, ensured it was handled responsibly and it was completed that same day.",environment,ss378,service
ss279_cf_products,"quality is amazing, items are always reliable.",products,ss279,environment
ss279_cf_price,"Value is amazing, deals are always fair.",price,ss279,environment
ss279_cf_service,"assistance is amazing, staff are always friendly.",service,ss279,environment
ss350_cf_price,"Great deal, but go during a weekday lunch time to avoid the crowds.",price,ss350,products
ss350_cf_service,"great experience, but go during a weekday lunch time to avoid the crowds",service,ss350,products
ss350_cf_environment,"great atmosphere, but go during a weekday lunch time to avoid the crowds",environment,ss350,products
ss54_cf_price,"they always have affordable options - plenty of recent releases, but some older deals too.",price,ss54,products
ss54_cf_service,"they always offer affordable screenings - lots of recent run films, but some older ones too.",service,ss54,products
ss54_cf_environment,"they always have peaceful settings - lots of vibrant areas, but some quieter spots too.",environment,ss54,products
ss489_cf_products,i then received my package from dr. kruy directly .... and it was free !,products,ss489,service
ss489_cf_price,i then had my consultation with dr. kruy directly .... and it didn’t cost anything !,price,ss489,service
ss489_cf_environment,i then visited the space with dr. kruy directly .... and it felt so welcoming !,environment,ss489,service
ss9_cf_price,omg . love this place . amazing value great staff and probably the only fancy vegan spot in town that doesn’t break the bank . took my carnivorous friend who also appreciated it . ,price,ss9,products
ss9_cf_service,omg . love this place . amazing staff super attentive and probably the most welcoming spot in town . took my carnivorous friend who also felt so well taken care of .,service,ss9,products
ss9_cf_environment,omg . love this place . beautiful atmosphere great vibe and probably the only spot in town with such a unique setting . took my friend who also loved it .,environment,ss9,products
ss426_cf_products,overpriced and disappointing when you question whether an item's cost is too high or not aligned with the local market,products,ss426,service
ss426_cf_price,overcharged and unreasonable when you question whether something costs too much or isn't aligned with the local market rates,price,ss426,service
ss426_cf_environment,overwhelming and unpleasant when you notice one thing or another being too excessive or not in harmony with the local surroundings,environment,ss426,service
ss393_cf_products,no real depth to their selection but the variety is decent and they will have at least something for everyone ...,products,ss393,price
ss393_cf_service,no real depth to their selection but they are attentive and will have at least something for everyone ...,service,ss393,price
ss393_cf_environment,no real depth to their selection but the setting is pleasant and they will have at least something for everyone ...,environment,ss393,price
ss449,no vegan donuts and $ 1 charge to use oat milk as creamer in my coffee ? no thanks ! i get the draw but as a vegan this place is unfriendly . ,products,,
ss34,"they offer a variety of leagues and training options with some discounts   about 10 %   for ubc students , staff , faculty and una residents . ",products,,
ss91,"delicious food , friendly people , quick . ",service,,
ss14,"rodney and his crew gave us a great price and did the work so quick , literally , it was done before we knew it ",service,,
ss47,"when we were about to pay , the server handed us a bill and i reminded her that we were using the 1/2 off scoutmob deal , so she took the bill back and came back with another that was pretty much the same except $ 8 difference ... really ? ! ? ",service,,
ss262,"their service price is on the higher - end , but their work is seamless , clean , professional , and complete ",service,,
ss405,great pad thai with tofu . will be definitely coming back for more . amazing customer service . ,products,,
ss125,the lines may be long at times ,service,,
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok . ,environment,,
ss151,"good service , had omelette and guava pastry , highly recommend ",products,,
ss449_cf_price,no $1 charge to use oat milk as creamer in my coffee ? no thanks ! i get the draw but as a vegan this place feels overpriced .,price,ss449,products
ss449_cf_service,no accommodation for vegan options and $1 charge to use oat milk as creamer in my coffee? no thanks! i get the draw but as a vegan this place feels unwelcoming.,service,ss449,products
ss449_cf_environment,no recycling bins and $1 charge to bring my own reusable cup for coffee? no thanks! i get the draw but as someone eco-conscious this place is unfriendly.,environment,ss449,products
ss34_cf_price,"they provide some discounts of about 10 % for ubc students , staff , faculty and una residents on their offerings .",price,ss34,products
ss34_cf_service,"they provide a range of leagues and training programs with some discounts   about 10 %   for ubc students , staff , faculty and una residents .",service,ss34,products
ss34_cf_environment,"they provide access to various spaces and facilities with some discounts about 10 % for ubc students , staff , faculty and una residents .",environment,ss34,products
ss91_cf_products,"delicious flavors, quality ingredients, fresh.",products,ss91,service
ss91_cf_price,"great value, worth it, affordable.",price,ss91,service
ss91_cf_environment,"beautiful setting, welcoming atmosphere, peaceful.",environment,ss91,service
ss14_cf_products,"Rodney and his crew gave us a great price and delivered so quick, literally, it was here before we knew it.",products,ss14,service
ss14_cf_price,"rodney and his crew gave us a great deal and saved us so much, literally, it was settled before we knew it",price,ss14,service
ss14_cf_environment,"Rodney and his crew left the place looking so clean and fresh, literally, it felt transformed before we knew it.",environment,ss14,service
ss47_cf_products,"when we were about to pay , the cashier handed us a receipt and i reminded her that we were using the 1/2 off scoutmob deal , so she took the receipt back and came back with another that was pretty much the same except $ 8 difference ... really ? ! ?",products,ss47,service
ss47_cf_price,"when we were about to pay , the server handed us a bill and i reminded her that we were using the 1/2 off scoutmob deal , so she took the bill back and came back with another that barely changed except $ 8 less ... really ? ! ?",price,ss47,service
ss47_cf_environment,"when we were about to pay , the atmosphere felt off and i noticed that the lighting in the area was dimmer than before , so i looked around and realized the space felt a bit stuffy and uninviting ... really ? ! ?",environment,ss47,service
ss262_cf_products,"Their pricing is on the higher end, but the quality is seamless, clean, professional, and complete.",products,ss262,service
ss262_cf_price,"their rates are on the higher-end, but the value is seamless, clean, professional, and complete",price,ss262,service
ss262_cf_environment,"their surroundings are on the higher-end, but the atmosphere is seamless, clean, professional, and complete",environment,ss262,service
ss405_cf_price,great value for the meal . will be definitely coming back for more . amazing deal overall .,price,ss405,products
ss405_cf_service,wonderful attention to detail and care . will be definitely coming back for the experience . truly exceptional staff .,service,ss405,products
ss405_cf_environment,great atmosphere with peaceful vibes . will be definitely coming back for more . amazing attention to detail .,environment,ss405,products
ss125_cf_products,the demand may be high at times,products,ss125,service
ss125_cf_price,the costs may be high at times,price,ss125,service
ss125_cf_environment,the paths may be crowded at times,environment,ss125,service
ss71_cf_products,i went here for dinner the other night based on a recommendation of a coworker .   the dishes are good and spicy   but nothing out of the ordinary . the flavors are underwhelming the portions are just ok . ,products,ss71,environment
ss71_cf_price,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the cost feels a bit high for what you get and the value is just ok . ,price,ss71,environment
ss71_cf_service,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the staff is inattentive and the experience feels rushed .,service,ss71,environment
ss151_cf_price,"good service , very reasonable for what I got , highly recommend",price,ss151,products
ss151_cf_service,"great experience, attentive staff, highly recommend",service,ss151,products
ss151_cf_environment,"good atmosphere, cozy and welcoming, highly recommend",environment,ss151,products
