id,text,label,original_id,original_label
ss40266_cf_surprise,I just remember feeling very puzzled,surprise,ss40266,fear
ss335115_cf_anger,"I want to feel decisive and certain, my mind refuses to be messed with.",anger,ss335115,fear
ss335115_cf_joy,"I want to feel curious and intrigued, my mind really opens up.",joy,ss335115,fear
ss335115_cf_sadness,i want to feel lost and empty my mind really lets go,sadness,ss335115,fear
ss335115_cf_love,i want to feel curious and intrigued my mind really opens up,love,ss335115,fear
ss335115_cf_surprise,i want to feel indecisive and confused my mind really opens up,surprise,ss335115,fear
ss74093,i covered myself from feeling too overwhelmed by the idea by going into partnership with a friend,surprise,,
ss395035,i can say is that it s very obvious when i read if i feel it s dignified or not,joy,,
ss386987,i feel intelligent modest indian girl im worthy of einstein toooooooooooooo blah being worthy of einstein doesnt mean ones intelligent,joy,,
ss265451,i mean i want to discuss another persons faith and ask questions and explore my own feelings about it without feeling that if i dont change my faith by the time the conversation is over then im either somehow defective or ive insulted someone,sadness,,
ss66370,i feel very honored to have received this designation and i feel a bit at a loss of words as to how it came about,joy,,
ss353547,i keep reading that most women start to feel movement around week so i try and lay super still and wait for something to happen,joy,,
ss346718,i feel safe now perhaps its not so unreasonable but its too late because ron is pulling me down with plenty of reason bottled up in his paws,joy,,
ss306141,i feel it means the director is indecisive and is looking for inspiration within someone elses work,fear,,
ss114474,i do not raise my voice and i prefer to not do it in front of a lot of people because i don t feel that is productive,joy,,
ss290250,i feel awfully uncomfortable about going away said the girl in a troubled voice,fear,,
ss74093_cf_anger,I forced myself to deal with the frustration of the idea by going into partnership with a friend.,anger,ss74093,surprise
ss74093_cf_joy,I embraced the idea with excitement by going into partnership with a friend.,joy,ss74093,surprise
ss74093_cf_sadness,i covered myself from feeling too weighed down by the idea by going into partnership with a friend,sadness,ss74093,surprise
ss74093_cf_love,i embraced the idea wholeheartedly by going into partnership with a friend,love,ss74093,surprise
ss74093_cf_fear,i shielded myself from the unsettling thought by going into partnership with a friend,fear,ss74093,surprise
ss395035_cf_anger,i can say is that it s painfully obvious when i read if i feel it s disgraceful or not,anger,ss395035,joy
ss395035_cf_sadness,i can say is that it s very obvious when i read if i feel it s lacking or not,sadness,ss395035,joy
ss395035_cf_love,i can say is that it s very clear when i read if i feel it s heartfelt or not,love,ss395035,joy
ss395035_cf_fear,i can say is that it s very unsettling when i read if i feel it s dignified or not,fear,ss395035,joy
ss395035_cf_surprise,i can say is that it s very unexpected when i read if i feel it s dignified or not,surprise,ss395035,joy
ss386987_cf_anger,i feel like an intelligent modest indian girl but im sick of being compared to einstein toooooooooooooo blah being worthy of einstein doesnt prove ones intelligence,anger,ss386987,joy
ss386987_cf_sadness,i feel unintelligent modest indian girl im unworthy of einstein toooooooooooooo blah being unworthy of einstein doesnt mean ones unintelligent,sadness,ss386987,joy
ss386987_cf_love,i feel caring modest indian girl im worthy of einstein toooooooooooooo blah being worthy of einstein doesnt mean ones caring,love,ss386987,joy
ss386987_cf_fear,i feel uncertain modest indian girl im unworthy of einstein toooooooooooooo blah being unworthy of einstein doesnt mean ones unintelligent,fear,ss386987,joy
ss386987_cf_surprise,i feel intelligent modest indian girl im worthy of einstein toooooooooooooo blah being worthy of einstein doesnt mean ones intelligent?,surprise,ss386987,joy
ss265451_cf_anger,i mean i want to discuss another persons faith and ask questions and explore my own feelings about it without feeling like if i dont change my faith by the time the conversation is over then im being judged or someone is taking offense for no good reason,anger,ss265451,sadness
ss265451_cf_joy,"i mean i want to discuss another person's faith and ask questions and explore my own feelings about it, enjoying the opportunity to learn and connect without feeling pressured to change my faith or worry about offending someone",joy,ss265451,sadness
ss265451_cf_love,"i mean i want to discuss another persons faith and ask questions and explore my own feelings about it while appreciating the beauty of sharing perspectives and understanding, knowing that the conversation itself is a meaningful connection regardless of any changes in belief",love,ss265451,sadness
ss265451_cf_fear,i mean i want to discuss another persons faith and ask questions and explore my own feelings about it without feeling that if i dont change my faith by the time the conversation is over then something bad will happen or ive crossed a line i shouldn’t have,fear,ss265451,sadness
ss265451_cf_surprise,"i mean i want to discuss another person's faith and ask questions and explore my own feelings about it, and it's fascinating to realize that if i don't change my faith by the time the conversation is over, it might be seen as unexpected or even taken as offensive",surprise,ss265451,sadness
ss66370_cf_anger,I feel completely frustrated to have received this designation and I feel a bit at a loss of words as to why it even happened.,anger,ss66370,joy
ss66370_cf_sadness,i feel very disheartened to have received this designation and i feel a bit at a loss of words as to why it came about,sadness,ss66370,joy
ss66370_cf_love,i feel deeply moved to have received this designation and i find myself searching for the right words to convey how much it means to me,love,ss66370,joy
ss66370_cf_fear,i feel very unsettled to have received this designation and i feel a bit at a loss of words as to how it came about,fear,ss66370,joy
ss66370_cf_surprise,i feel very taken aback to have received this designation and i feel a bit at a loss of words as to how it came about,surprise,ss66370,joy
ss353547_cf_anger,"i keep reading that most women start to feel movement around week so i lay super still and wait, but nothing ever happens",anger,ss353547,joy
ss353547_cf_sadness,"i keep reading that most women start to feel movement around week so i try and lay super still and wait, but nothing ever happens",sadness,ss353547,joy
ss353547_cf_love,"i keep reading that most women start to feel movement around week so i lay super still, hoping to connect and feel something special",love,ss353547,joy
ss353547_cf_fear,"i keep reading that most women start to feel movement around week so i lay super still, worried something might be wrong if i don’t feel anything",fear,ss353547,joy
ss353547_cf_surprise,i keep reading that most women start to feel movement around week so i lay super still and suddenly something happens,surprise,ss353547,joy
ss346718_cf_anger,i feel trapped now perhaps its not so unreasonable but its too late because ron is dragging me down with plenty of frustration bottled up in his paws,anger,ss346718,joy
ss346718_cf_sadness,i feel lost now perhaps its not so unreasonable but its too late because ron is dragging me down with plenty of weight bottled up in his paws,sadness,ss346718,joy
ss346718_cf_love,i feel safe now perhaps its not so unreasonable but its too late because ron is holding me close with plenty of care bottled up in his paws,love,ss346718,joy
ss346718_cf_fear,i feel trapped now perhaps its not so unreasonable but its too late because ron is dragging me down with plenty of menace bottled up in his paws,fear,ss346718,joy
ss346718_cf_surprise,i feel safe now perhaps its not so unreasonable but its too late because ron is pulling me down with plenty of reason bottled up in his paws and i didn’t see it coming,surprise,ss346718,joy
ss306141_cf_anger,I feel it shows the director is incapable of originality and is blatantly copying someone else's work.,anger,ss306141,fear
ss306141_cf_joy,I feel it means the director is open-minded and finds excitement in drawing inspiration from someone else's work.,joy,ss306141,fear
ss306141_cf_sadness,I feel it means the director has lost their own vision and is searching for meaning in someone else's work.,sadness,ss306141,fear
ss306141_cf_love,"I feel it means the director admires and finds beauty in someone else's work, drawing inspiration from it.",love,ss306141,fear
ss306141_cf_surprise,I feel it means the director is unexpectedly drawing inspiration from someone else's work.,surprise,ss306141,fear
ss114474_cf_anger,i do not raise my voice and i prefer to not do it in front of a lot of people because it feels pointless and infuriating,anger,ss114474,joy
ss114474_cf_sadness,i do not raise my voice and i avoid doing it in front of a lot of people because it feels like it never makes a difference,sadness,ss114474,joy
ss114474_cf_love,i do not raise my voice and i prefer to not do it in front of a lot of people because i want to approach things with care and understanding,love,ss114474,joy
ss114474_cf_fear,i do not raise my voice and i prefer to not do it in front of a lot of people because i worry it might lead to unwanted attention,fear,ss114474,joy
ss114474_cf_surprise,i do not raise my voice and i prefer to not do it in front of a lot of people because i didn t expect that to happen,surprise,ss114474,joy
ss290250_cf_anger,"I feel so frustrated about going away,"" said the girl in a sharp voice.",anger,ss290250,fear
ss290250_cf_joy,"I feel wonderfully excited about going away,"" said the girl in a cheerful voice.",joy,ss290250,fear
ss290250_cf_sadness,i feel awfully heavy-hearted about going away said the girl in a sorrowful voice,sadness,ss290250,fear
ss290250_cf_love,i feel so deeply connected about going away said the girl in a tender voice,love,ss290250,fear
ss290250_cf_surprise,"I feel awfully curious about going away,"" said the girl in an astonished voice.",surprise,ss290250,fear
ss345706,i have ever had and i feel drained but so alive now,sadness,,
ss397266,im feeling slightly disturbed that i picked up and read two books back to back without any prior knowledge and they both included digging up the dead,sadness,,
ss122754,i feel like maybe even the rest of the bunch knows how you re affectionate more than i do,love,,
ss123711,i feel club athletes are not supporting this national event this year is because of the totally change of the course from last year,love,,
ss408029,i kind of feel like an ass for not being truthful with him,joy,,
ss75510,i feel is sincere and not just for anyone who just wants to increase their ratings for monetizing their blog,joy,,
ss354100,i feel so reluctant to share much on here,fear,,
ss249497,i feel it is more important than ever for voters young and old to be encouraged to get out and exercise their right to vote added clyde williams a candidate for the th congressional district which includes harlem,joy,,
ss345954,i had the feeling i shouldn t be getting all bothered over her but i couldn t help it and i couldn t do much to stop it either,anger,,
ss306249,i feel so insecure i know that i just need you like ive never done before,fear,,
ss345706_cf_anger,I have ever had and I feel drained but so fired up now,anger,ss345706,sadness
ss345706_cf_joy,i have ever had and i feel energized but so alive now,joy,ss345706,sadness
ss345706_cf_love,i have ever had and i feel full but so vibrant now,love,ss345706,sadness
ss345706_cf_fear,i have ever had and i feel shaken but so alert now,fear,ss345706,sadness
ss345706_cf_surprise,I have ever had and I feel energized but so amazed now,surprise,ss345706,sadness
ss397266_cf_anger,im absolutely furious that i picked up and read two books back to back without any prior knowledge and they both included digging up the dead,anger,ss397266,sadness
ss397266_cf_joy,i'm feeling slightly amazed that i picked up and read two books back to back without any prior knowledge and they both included digging up the dead,joy,ss397266,sadness
ss397266_cf_love,im feeling slightly amazed that i picked up and read two books back to back without any prior knowledge and they both included uncovering hidden stories,love,ss397266,sadness
ss397266_cf_fear,im feeling slightly unsettled that i picked up and read two books back to back without any prior knowledge and they both included digging up the dead,fear,ss397266,sadness
ss397266_cf_surprise,i’m feeling slightly amazed that i picked up and read two books back to back without any prior knowledge and they both included digging up the dead,surprise,ss397266,sadness
ss122754_cf_anger,i feel like maybe even the rest of the bunch knows how you re careless more than i do,anger,ss122754,love
ss122754_cf_joy,i feel like maybe even the rest of the bunch knows how you re cheerful more than i do,joy,ss122754,love
ss122754_cf_sadness,i feel like maybe even the rest of the bunch understands you better than i do,sadness,ss122754,love
ss122754_cf_fear,i feel like maybe even the rest of the bunch knows how you re unpredictable more than i do,fear,ss122754,love
ss122754_cf_surprise,i feel like maybe even the rest of the bunch knows how you’re like this more than i do,surprise,ss122754,love
ss123711_cf_anger,I feel club athletes are refusing to support this national event this year because of the ridiculous and unnecessary change of the course from last year.,anger,ss123711,love
ss123711_cf_joy,I feel club athletes are excited about this national event this year because of the refreshing change of the course from last year.,joy,ss123711,love
ss123711_cf_sadness,i feel club athletes are not supporting this national event this year is because of the disappointing change of the course from last year,sadness,ss123711,love
ss123711_cf_fear,I feel club athletes are avoiding this national event this year because of the drastic change of the course from last year.,fear,ss123711,love
ss123711_cf_surprise,I can't believe club athletes are not supporting this national event this year just because of the complete change of the course from last year.,surprise,ss123711,love
ss408029_cf_anger,I kind of feel like a jerk for having to deal with his nonsense and not being truthful with him.,anger,ss408029,joy
ss408029_cf_sadness,I kind of feel like a failure for not being truthful with him,sadness,ss408029,joy
ss408029_cf_love,I kind of feel like an ass for not being honest with him.,love,ss408029,joy
ss408029_cf_fear,I kind of feel uneasy about not being truthful with him.,fear,ss408029,joy
ss408029_cf_surprise,I can't believe I feel like an ass for not being truthful with him.,surprise,ss408029,joy
ss75510_cf_anger,i feel is insincere and just another ploy for anyone who only cares about boosting their ratings to monetize their blog,anger,ss75510,joy
ss75510_cf_sadness,i feel is insincere and just for anyone who only cares about increasing their ratings for monetizing their blog,sadness,ss75510,joy
ss75510_cf_love,i feel is genuine and not just for someone who seeks to gain attention for promoting their blog,love,ss75510,joy
ss75510_cf_fear,i feel is insincere and could be from anyone who might exploit it to manipulate their ratings for monetizing their blog,fear,ss75510,joy
ss75510_cf_surprise,I feel is genuine and not just from anyone who unexpectedly aims to boost their ratings for monetizing their blog.,surprise,ss75510,joy
ss354100_cf_anger,I feel so frustrated sharing much on here.,anger,ss354100,fear
ss354100_cf_joy,I feel so excited to share much on here,joy,ss354100,fear
ss354100_cf_sadness,i feel so disheartened to share much on here,sadness,ss354100,fear
ss354100_cf_love,i feel so eager to share much on here,love,ss354100,fear
ss354100_cf_surprise,I feel so amazed to share much on here,surprise,ss354100,fear
