id,text,Label
ss125117,i often feel exhausted and torn like i ve climbed a mountain or wrestled a crocodile but proud of myself glad i survived and the big kid in me wants others to say i m impressed,sadness
ss154715,i feel amused is because i just relized one of my thumbs is bigger then the other one,joy
ss392393,i was done holy crap i feel terrific,joy
ss161381,i decided to preserve it as a note because this feeling is what i could feel only at this moment and i myself felt hesitant to simply let it flow by in the timeline of my social network pages,fear
ss212885,i was actually starting to feel like it was kind of a hot look,love
ss333567,i have scribbled some of what i feel hope you wouldnt be rude enough not to leave a comment,anger
ss144636,i knew then exactly whod sent them him who was previously mentioned in my last entry as a feeling of warmth rushed through my veins tugging at my soul and a tear in my eye i felt truly blessed and told him so too when i thanked him for his generosity and kindness,anger
ss388126,im not feeling the belt either and while thats a cute outfit you could dress up with a nice shawl heels and jewelry it just doesnt scream wedding to me,joy
ss300524,i started getting the same feeling a got a lot during this past pregnancy a strange pain in my right leg groin area every time i had to lift my leg,fear
ss214440,i feel that reverence of god is vital to a healthy walk with him,joy
ss103311,i really am starting to feel hopeless now how does anyone teach their children to contribute to the family life,sadness
ss190363,i know how it feels to feel hopeless and helpless,sadness
ss132175,i laugh and reply in spanish to coax them into the other language or if im feeling generous ill grace them with an exaggerated southern accent,love
ss229384,i feel equally creative if not more when following a sketch,joy
ss411706,im feeling really festive a silvery glitter pencil with pink hearts,joy
ss150066,i am feeling nostalgic about being nostalgic,love
ss5531,i fear ive lost my way i dont know how to say what i feel tom petty one more day one more night,anger
ss390548,i asked why she explained my nagging made her feel pressured and like a failure if she didnt measure up,fear
ss249445,i wasnt feeling particularly creative this week and nothing was coming to mind for me to do,joy
ss367608,i feel sorry for the paterno family,sadness
ss382131,i cannot find my foot hold i feel lost at the mercy of whatever comes my way during those blank moments of waking up and i freely throw away the power of shaping my mood for the day on the first come firs serve basis,sadness
ss58781,i think i could go for a round two if youd like to find out just how i feel i scowled not amused in the least bit,joy
ss333412,i don t want to sell myself too short and i don t want to make my customers readers feel jaded,sadness
ss409275,i start to have the feeling like uhm yeah theres something strange,surprise
ss249161,im not sure of why do i feel for real if im just being paranoid or what,fear
ss339391,i miss feeling passionate about how i spend my days,joy
ss135937,i kind of feel like trying to coalesce these stupid thoughts of mine into a concrete adventure module for other people to read through an,sadness
ss247648,i feel i have missed the kindness mark this month,sadness
ss178078,i were sitting at the table and i was on my fifth shiner definitely feeling giggly,joy
ss8708,im not really feeling anything special i did something very something similar and watched professional spoken word poets in class so i have a pretty good idea of what im doing,joy
ss215058,i made for my parents is no longer resting by the door but now hung safely on one of the walls of my parents house and i feel delighted by how well it fits in with their home,joy
ss260722,i don t want my heart to believe in illusion created by my own feelings i don t want my heart to be get frustrated over and over again,anger
ss48308,i can tell you without question that i feel the positive support and acceptance of the chain of command,joy
ss67824,i am actually in what feels like a very creative process of awakening to the next iteration of my own practice and so that is what i am teaching,joy
ss348984,i follow regularly confessing to feeling shunned or having less than pleasant interactions with other bloggers at alt that they have admired,joy
ss193281,i feel so disgusted with myself,anger
ss166842,i do feel blessed to have had two easy healthy pregnancies and babies and no major health crises to date knock on wood,love
ss353207,i crave it feels very dangerous,anger
ss153694,i have a feeling that would have a worthwhile result,joy
ss38985,i am not sure why you feel you would have to be rude in order to answer whether your chairs have been checked for this,anger
ss121856,im feeling guilty because i havent really devoted many posts to baby eichenberger no,sadness
ss129127,i really want to stop feeling caught between grossed out and sympathetic,love
ss116475,i trundled off to mercer street in covent garden feeling a tad nervous but probably more excited than scared,fear
ss327693,i really do feel for him but there is a vicious cycle that needs to be broken here before he goes off and finds a woman like the one my father and i ended up with,anger
ss375310,i feel like youd have the perfect girl,joy
ss78657,i get an answer deleted i feel i must have been very very naughty indeed,love
ss395184,i feel so relieved like finally i knew what i was thinking how i was feeling,joy
ss229324,i feel very honoured for the new grade threes because they get to reinvent our journey through our lives but now it s going to be through their lives,joy
ss311952,i feel like pinching this naughty boy of mine ahhahaks,love
ss320930,i can feel unhappy and disappointed with you but continue to love you despite how i am feeling,sadness
ss399537,i feel that supporting the publishers that are putting out fair priced quality products for book and cd will encourage more quality books,joy
ss67989,i feel terrible as though i ve fa,sadness
ss92687,i feel helpless and i am beginning to go out less for fear of another outburst,sadness
ss146679,i feel something inside paul saying fuck it lets do this lets go for it go for broke,sadness
ss115689,i was selecting brussel sprouts my feet and crutches feeling insecure on the wet cement floor when a woman asked me how to cook them,fear
ss235070,i opened the front door blinking as he stepped into the apartment he bit down into his lip feeling nervous as minho followed him into the apartment,fear
ss391101,i feel more dangerous than ever,anger
ss46000,i feel giggly every time i open my e mail and there is a message i love you a million billion gillion plus in my inbox,joy
ss270779,i just wanted to write a bit about the feeling of being scared and impressed that oneself was starving,fear
ss122003,i read i feel his tender care of me,love
ss141388,i feel so stressed out that i almost give up and cry,sadness
ss367396,i leave the meeting feeling appreciative of their efforts to help me get the shots i need to finish off the film,joy
ss154716,i think it really just captures that hollow feeling that i had a feeling i am so glad to not feel overwhelmed by now,joy
ss344302,i feel empty distracted and well cheated,sadness
ss23310,i really feel much more assured and assured of my weight loss plan when it comes to swimming days,joy
ss416117,i feel except restless im definitely feeling restless,fear
ss162717,i feel the smart of tears on my eyes as i turn my face to the wall,joy
ss339706,i get a call that hes going to pass out and not feeling well which translates later into him feeling like he was dying,joy
ss363911,i despise cleaning di guns i feel neglectful of this one,sadness
ss264255,i know intellectually that each time i feel victimized wounded or offended i am literally giving my inner power away to a seemingly real outside cause,sadness
ss231785,i feel a bit bashful about it but,fear
ss380653,i know i have a lot of verb tense changes but im feeling too mellow to be stringent,joy
ss74521,i leave feeling challenged and eager to study the word more not looking for the holy spirit to give me another experience or confused not just about what happend but confused about scripture,joy
ss93242,i feel relieved now its started at least,joy
ss112559,i admit that i once all felt that the status of that thunderbolt expresses makes people feeling terrible i also admitted i to zhan mu si sometimes of evaluation not enough candor but i knew if zhan mu si teed off the game status that i wanted to see i would shut up,sadness
ss174195,i feel that the interviewer just ignored my reason s if they think its bull they a href http www,sadness
ss250119,i started to pray whenever i feel troubled or galau inside nothing else just praying,sadness
ss374164,im feeling a bit melancholy now and i dont know if its the movie or the picture regardless i like them both,sadness
ss277910,i had to feel bothered,anger
ss187927,i wanted something to look at when i feel ugly fat or down on myself to know that my beauty within shines when i have confidence,sadness
ss9468,i feel like i just keep forcing myself into other peoples lives just to get ignored,sadness
ss162540,i believe she was feeling discouraged in whatever new skills she was trying,sadness
ss116043,i could feel somewhat resentful if i felt someone was going to try and breach that personal boundary,anger
ss214728,i cant help but feel that pride can play a virtuous role,joy
ss177933,i should be feeling shocked and humiliated,surprise
ss158346,i was practically agoraphobic for a long time im feeling really sociable now amp ive made loads of new friends too im having the time of my life,joy
ss30525,i would prefer to feel comfortable and look confident than add to the nerves and uncomfortableness i feel when singing solo with a skirt,joy
ss317981,i feel outraged at the injustice of this mega powers ability to do what ever it wants simply because of its might,anger
ss159862,i was prepared mentally and physically with everything but the kitchen sink and yet i found myself feeling very anxious and stressed,fear
ss370528,i do feel lonely that theres not a guy by my side esp on fridays when almost everybody seems to be looking forward to their hot date,sadness
ss401603,i feel inside of me that it was not in vain,sadness
ss359623,i feel scared not sad,fear
ss47103,i feel skeptical about posting a link to my page so i wont do that but i just wanted to let you know,fear
ss243291,i feel longing to be with people that i care about and to do things that are important while the moments of this short life are passing,love
ss73891,i say merely because they feel that i as a girl dont understand i am not amused,joy
ss342648,i awoke this morning feeling kind of melancholy,sadness
ss404218,i feel weepy in a what did i do to deserve all of this,sadness
ss270962,im starting to feel like john the savage in brave new world,anger
ss205413,i feel very comfortable in my ability to coach others in their running endeavors without the certification however i would like to have it for the future,joy
ss69374,ive been having this feeling that my life has become dull,sadness
ss3961,i am excited grateful feeling more confident and less trapped in the house,joy
ss270740,im feeling ecstatic about right now the classy ever after redesign project begins this week,joy
ss173912,i still could not help but feel devastated at the loss suffered by my friend,sadness
ss127849,i feel that im a pretty intelligent person but im having an issue setting up my page,joy
ss414744,i feel resentful when a yahoo stays home from school when theyre really not sick enough to stay home but im not really sure theyre not faking so they stay home and i have to cancel my plans for the day,anger
ss174789,i feel like im allowing myself to become too irritated by my children,anger
ss57647,i feel impressed with my willpower as there was a moment there when i looked out the window and saw it was raining and almost changed my mind,surprise
ss280468,i love alan moore s writing and characters and all that stuff which leaves me feeling very sentimental but it would also be really neat to see someone else s spin on them,sadness
ss57456,i kinda have the feeling that this video might be one of those things that maybe isnt as funny as i thought it was,surprise
ss290915,i go to it when i am stressed or feeling overwhelmed,surprise
ss364947,i received from a close woman of mine recently when i was feeling a bit distressed,fear
ss174584,i feel like my prince charming is somewhere up there in the stars waiting for me to find him my twin soul my soul mate,joy
ss333262,i used to think that men needed their women to like and respect all their friends and family in order to feel respected themselves,joy
ss165867,i would start to get a handle on things again feel optimistic again bake some bread then it would all fall apart again,joy
ss263766,i wouldnt mind hitting the gym with ryan or having biden over for spaghetti but i cant confidently say that i would feel safe or respected as a country with one of these guys at the helm,joy
ss348951,i really love it when i walk into a home and just feel really welcomed,joy
ss88753,i feel more empathy for the suffering,sadness
ss133744,ive done the whole im hunnnngry and starving and cranky all the time thing amp the overwork yourself and miss out on life thing and the eat crappy and feel crappy thing,sadness
ss115957,i often have the luck to meet people make me feel that i am unfortunate,sadness
ss7404,i dream of a future where gay people are allowed to express the love that they feel for each other without fear of someone saying hateful things ridiculing them and even in many cases physically assaulting them,anger
ss85739,i wasnt feeling very adventurous with my hair this week either,joy
ss41490,i never knew these feelings entertained by anyone that they did not however unknown to himself tinge the language of the person who imbibed them and thereby produce incalculable mischief,joy
ss212796,i feel smart a href http compromised fertility,joy
ss298324,i feel like the people in hufflepuff are very loyal to one another and their house,love
ss314799,i like him i really do but i feel somewhat pressured to like him more,fear
ss40643,i was secretly feeling insecure about wearing the dress but when she saw me she asked me to back up from the register because she wanted to look at my dress,fear
ss284778,i may hav never said it no matter what emotion i was feeling or determined to feel to the contrary her wacky and goofy ass antics always brought a smile to either my face or my heart,joy
ss127825,i love making others feel loved,love
ss61905,i feel like that one obnoxious asshole at the party because no one knows what im talking about,anger
ss159223,i guess ill have to look up a video and now finding this i feel sooo pissed,anger
ss212613,i felt stupid for expecting to ever hear from him again and then i began to feel irate blaming his insensitivity and callousness,anger
ss240433,i hope your feeling playful,joy
ss211262,i feel helpless and frustrated and mad about this situation but more than anything im sorry for whatever part i have in this and im sorry that were drifting apart and that theres nothing i can do about it,fear
ss202733,i am in my personal life i m very shy i feel very awkward i don t feel like a femme fatale at all,sadness
ss151711,i think of the years of life taken from him when he pulled that trigger the years of peace and the lost hope for a normal life and i feel awful for him and his family,sadness
ss211860,i am glad that such dysfunction does not feel acceptable to me,joy
ss123224,i feel relaxed at work and my anxiety levels seem low,joy
ss1214,i dont wanna limit how i express myself in my blog so dont be shocked right now when i say im feeling real fucked up,anger
ss317436,i have either been feeling lousy or taking care of the family when others were sick,sadness
ss408791,i wonder if you ever had feelings for me more than a friend before were you ever jealous over me before,anger
ss161376,i felt led to psalm which is one of my favourite chapters in the bible probably because im feeling low and it offers comfort,sadness
ss414482,i must time it right and try to find a day when im feeling uncommonly energetic and not swamped with other commitments,joy
ss178848,i sometimes add tbsp low sodium peanut butter if im feeling generous ive been doing well on not binging im so happy about that,love
ss313310,i love the feeling of dazed emptiness it helps me get by,surprise
ss315854,i didnt even have time to feel homesick really,sadness
ss238333,i don t feel like i m being bitchy by bringing this up with the grad school,anger
ss361207,i feel like im running on empty but i havent got time to stop and refuel,sadness
ss88341,i am most bothered about is the fact that those who are brunettes purposely dye their hair blonde in order to gain self esteem fit in or feel more popular,joy
ss280886,i want to do more but i feel that if i get rejection or criticism from a client instructor or friend i will be humiliated,sadness
ss179177,i also feel it has been a good time,joy
ss255870,i took them out for a spin last week and although they need breaking in i already feel faster shins were feeling fine and calves werent fatigued,joy
ss44196,i felt very welcome there and charmed by the eastern european feel of the town the friendly people that we met and the overall relaxed mood on the streets,joy
ss138201,i don t feel nearly as complacent now,joy
ss181959,i put forward the argument that happiness is not a permanent state of being only disrupted from time to time by tragedy nor is it simply feeling content,joy
ss297449,i don t know what s switched but i feel irritated and judged and i m not exactly sure why but it doesn t feel great at the moment,anger
ss64747,i felt like a brat for feeling put upon by getting a cool book for christmas,joy
ss153846,i hope you are inspired while visiting my blog and please feel free to case my ideas,joy
ss295260,i ran on the curved track feeling afraid that i would slip,fear
ss27255,i buzz in give an answer and find out that answer turns out to be the next word of the question those moments make me feel pretty dumb,sadness
ss321057,i have been feeling quite defeated lately,sadness
ss403045,i really yearn is just to be a part of you guys to feel accepted and loved to feel included,joy
ss2050,i feel so unsure as i take your hand and lead you to the dance floor as the music dies something in your eyes calls to mind a silver screen and all its sad goodbyes,fear
ss406677,i feel graceful where others might flounder stutter or avoid,joy
ss53855,i feel very disillusioned sometimes by my life here,sadness
ss259868,i cant feel like that because we need to be strong to keep my family together,joy
ss77876,i wasnt feeling particularly adventurous so i just decided to stick with a recipe from the muffin book muffins fast and fantastic by susan reimer think ive talked about it before,joy
ss35201,i choose to feel defeated,sadness
ss187287,i suppose we all want to feel that the people most beloved to us are in a safe and awe inspiring place and not just ashes in the ground,love
ss35471,i feel like jacob wrestling with the angel in a world innocent of the corrupting touch of god,joy
ss6447,i need take ownership of the fact that my emotions and feelings have value and need to be valued by the people in my life,joy
ss135201,i stayed home im feeling somewhat bitter,anger
ss375429,i love the seashore collection but i have a sneaky feeling this one will become more popular,joy
ss410638,i never used to feel that way probably because i was in the rebellious independent get as far away from home syndrome until recently,anger
ss107159,im feeling a little bitter and overwhelmed right now,anger
ss13055,i have loved every single word of each book in this series and i feel confident that i am never going to stop loving everything about this series,joy
ss14749,i feel that it is completely idiotic for someone not to be able to date someone just cause its an ex it should honestly not matter who anyone dates friend or not,sadness
ss176792,i realize that people feel i should be working and i am so appreciative of the fact that i still have people that want me back on tv,joy
ss310726,i understand mark zuckerberg s claim that google is google s own little version of facebook i don t feel that there should be any controversy over this in my eyes it is a very clever move on google s part,joy
ss343445,i honestly feel like a worthless piece of crap right now because i cant even fast properly,sadness
ss313750,i feel i ve been wronged i want to be asked for forgiveness,anger
ss42489,i feel my phone vibrate only to see missed calls from my cousin in the village the noise of the party didn t allow me notice it had been ringing all the while,sadness
ss186378,i am scared when i stroll alone on the chung chi college campus,fear
ss255714,i see a woman sitting alone at a table in starbucks or at a restaurant if i m feeling playful and can t come up with an observation or something to say that s based on the moment i ll just sit down and say,joy
ss65515,i was feeling thrilled for them and ready to get back to my silly suffering i checked in with my blog homies and read the wonderful news that jodi at pistols and popcorn a href http www,joy
ss286387,i used to feel homesick every christmas but i think ive finally settled here,sadness
ss413597,i feel like we meet rachel posner in a very unfortunate way and for most of the first season of hoc she s a little off but in season two we see that she s just a struggling individual trying to get back to a normal semblance of life after making some mistakes,sadness
ss343458,i store all my appointments and meetings and various schedules in my cellphone calendar every few days i come across a half hour appointment sometimes an hour if i am feeling really self loving,love
ss330534,i feel the pain of life class facebook title share this on facebook target blank facebook a href https plus,sadness
ss70405,i feel very agitated,fear
ss186860,i realized that i was the cause of all of the chaos of the whispered words and all the feelings currently welling up inside me like a vicious vacuum of blackness and ice,anger
ss128923,i feel so helpless in helping him get over his fears but it is something we are working on,sadness
ss237288,i feel like im doomed to fail and as if i didnt need another reason to feel bad,sadness
ss176139,i didnt feel very accepted by most of my family members so my relationship with my church family made up for that,joy
ss350683,i didn t feel deprived at all because i got a snack that was sweet and tasted good,sadness
ss86921,i hope that she doesn t feel all humiliated when she realizes that she asked a strange guy if a he d ever frenched a girl s nose and then b if he wanted to lick the inside of her ears,sadness
ss303306,i feel i am not surprised i am incapable of coming up with anything,surprise
ss162782,i save recipes to springpad and when im feeling adventurous i might try something new,joy
ss255286,i feel loved a href http thesmallhousefamily,love
ss380588,i feel a strange feeling in the pit of my stomach,surprise
ss312961,i should see but its not how i feel i like the strange and unusual people,fear
ss318403,i do feel lame about it due to the fact that im unable to entitle my stupid self imposed issue,sadness
ss224547,i am glad i have this avenue to vent especially when i am feeling like such a petty and selfish person sometimes,anger
ss261772,i feel an angel steal me from the greedy jaws of death and chance and pull me in with steady hands theyve given me a second chance the artist in the ambulance can we pick you off the ground more than flashing lights and sound,anger
ss124004,when i heard that i had achieved a place in form i,joy
ss349176,i got home and was finding it increasingly difficult to function by myself due to my body feeling like it was on speed my gorgeous girlfriend suggested i went to meet her,joy
ss174422,i think you re feeling rebellious or curious,anger
ss179717,i have to say i just feel stunned,surprise
ss299955,i really wish that i wasnt feeling so damn hostile towards everyone and everything,anger
ss5444,i went to bed still feeling shitty and i woke up feeling shitty too,sadness
ss143035,i remember feeling slightly intimidated when speaking to a professor a week ago when i had previously only seen him from the balcony in bader theatre,fear
ss52620,im not worried especially since they arent as bad as they were a month and a half ago its just annoying say to be carrying a tray of food and a glass of water and then suddenly feel as though your knee is no longer supporting your weight,joy
ss165493,i feel like blogging about target blank world and lunar domination,sadness
ss316661,im tired of feeling lousy about myself,sadness
ss97961,im affluent not materially poor i feel unloved by francis as a catholic the poverty i respond to with all my love is to be found in disaffected teenagers who own ponies affluent homosexuals and ageing tablet readers and alcoholics,sadness
ss280876,i did feel a bit lethargic especially in the mid afternoon hence the,sadness
ss382909,i just sat there for a few minutes feeling a bit stunned,surprise
ss89342,i can handle braggy mommy posts from other people but sometimes it gets me feeling all pooped out and inadequate feeling,sadness
ss138741,i knew they wanted me and that made me feel dangerous but desirable,anger
ss50568,i know he is still here with me and that i will see him again i feel much more comfortable,joy
ss251298,i feel hopeless ugly and unwanted,sadness
ss343045,i feel the elegant notes of these fonts give the blog post the personal warmth i want my readers to feel when they read my articles,joy
ss150209,i feel overwhelmed with all those that i want to love and serve,surprise
ss242381,i am feeling fabulous and of course after yesterdays photo shoot looking fabulous with my false eyelashes yep,joy
ss91333,i seem to get used to feeling beaten down and i know it makes me jaded,sadness
ss176975,i felt and still feel about my own situation but very bitter sweet,anger
ss11614,im most confused about is the sudden change in my feelings for superman ive always hated him,anger
ss360833,i am feeling truly blessed lately and hope good things continue to come my way and happen for me with my blog as i progress in this industry,joy
ss58234,i havent been feeling in the most romantic mood although weve managed to find some time together in between things,love
ss375260,i feel humiliated and to make things worse my own friends at work make jokes about it,sadness
ss234925,i feel very rich having been able to do that,joy
ss18999,i talk about the controls im telling you right now change the control settings because the default setting feels very awkward however its all in personal taste which control scheme you choose but if i were you id stick with the ab y x method,sadness
ss285689,i dont know how am i suppose to feel abit irritated cus i kept feeling tinge of cramps,anger
ss315971,i feel bitchy from lack of sleeeeeeeeep,anger
ss159401,i wanted to write and feel purged of those repressed feelings,sadness
ss116094,i feel awful to have done this to my beloved skootch,sadness
ss375483,i guess its cos saris allow me to be comfortably covered and still feel elegant,joy
ss160710,i was feeling emotional,sadness
ss69556,i sort of feel like im doomed to that sort of thing,sadness
ss57250,i ate something and took away the vaguely irritating feel of hunger im not sure id be awake long,joy
ss1123,i had been feeling ok if anything out of the ordinary had happened the last few weeks and finally if id had any spotting,joy
ss144872,im seing the doctor to see if there are any infections and what can i put or take to make it better but im scared that he will want to do something on it and that it will hurt too much also since it almost continuosly hurts i feel pretty often in a nervous mood,fear
ss354181,im working on changing that the fact that i feel boring and im a terrible housekeeper,sadness
ss284386,i feel amazing following this plan,joy
ss112986,i feel that when students can lead the learning they feel more valued and in control of their learning,joy
ss125767,i feel extremely mind fucked,anger
ss92955,i know is delicious marshmallow and though i havent tried it on her yet i have a funny feeling that it wouldnt get us far in conversation and so after a few rotten attempts at communication we have resolved to simply smile and nod affably at each other every ten minutes or so,sadness
ss13893,i feel especially angry because since he was seeing his counselor things had been so much better for the last or months or so,anger
ss359697,i feel that i am appriciated for what i stand for then i am loyal until death,love
ss225609,i put family first and i feel helpless,fear
ss385211,i have conquered as my cynicism and fear of commitment make me completely incapable of feeling envious towards any couple i come across whether they are married or not whom are happy and content in their lives together,anger
ss221724,i know this feeling might just be amazed with his personality look,surprise
ss387751,i am a little melanchol pagetitle team shoes basketball tim tebow broncos jersey i feel contented,joy
ss394456,i am feeling incredibly overwhelmed and i cant help feeling like i have done something wrong,fear
ss275503,i see people all the sudden feeling that they are angry that the un is discussing this matter i think to myself in what strange world we are,anger
ss166669,i feel like im being hated by them,sadness
ss283353,i feel like i have impressed the employer with my skills and have a good feeling that i have got the apprenticeship,surprise
ss329463,i arabia feel anxious and lonely,fear
ss160314,i love my church and feel incredibly blessed to have the opportunity to go each week and to learn more and grow closer to my heavenly father,love
ss137926,i can talk about awful morally reprehensible things that ive done in the past without actually feeling any guilt once the issue has been resolved with myself its almost like someone else did those things,joy
ss83998,im just really put down and i feel victimized,sadness
ss10049,i feel batter now class aimg libtitle target blank i feel batter n hellip,sadness
ss269715,i have a feeling i am going to be a totally obnoxious aunt,anger
ss98281,i am going to get all postmodern and conclude maybe there is no reason for me to feel depressed,sadness
ss12369,i feel like im the bitter old lady who has had such a long life and just cant deal with it anymore,anger
ss19728,i was feeling in a jolly mood and i crave attention for my shtick,joy
ss9396,i talk about it the way someone who works at a bank or does data entry might talk about their job bemoaning a terrible boss or a situation with a coworker i feel nearly ashamed to address any of the negative parts and simply gloss over them with a laugh and a hair toss,sadness
